(written by ASE)

500 atoms
1 atom types

0.0      21.338844478294998  xlo xhi
0.0      21.338844478294998  ylo yhi
0.0      21.338844478294998  zlo zhi

Atoms # atomic

     1   1                       0                       0                       0
     2   1              2.13388445              2.13388445                       0
     3   1              2.13388445                       0              2.13388445
     4   1                       0              2.13388445              2.13388445
     5   1      4.2677689000000001                       0                       0
     6   1      4.2677689000000001              2.13388445              2.13388445
     7   1                       0      4.2677689000000001                       0
     8   1              2.13388445      4.2677689000000001              2.13388445
     9   1      4.2677689000000001      4.2677689000000001                       0
    10   1                       0                       0      4.2677689000000001
    11   1              2.13388445              2.13388445      4.2677689000000001
    12   1      4.2677689000000001                       0      4.2677689000000001
    13   1                       0      4.2677689000000001      4.2677689000000001
    14   1      4.2677689000000001      4.2677689000000001      4.2677689000000001
    15   1      6.4016533400000002              2.13388445                       0
    16   1      6.4016533400000002                       0              2.13388445
    17   1      8.5355377899999993                       0                       0
    18   1      8.5355377899999993              2.13388445              2.13388445
    19   1      6.4016533400000002      4.2677689000000001              2.13388445
    20   1      8.5355377899999993      4.2677689000000001                       0
    21   1      6.4016533400000002              2.13388445      4.2677689000000001
    22   1      8.5355377899999993                       0      4.2677689000000001
    23   1      8.5355377899999993      4.2677689000000001      4.2677689000000001
    24   1      10.669422239999999              2.13388445                       0
    25   1      10.669422239999999                       0              2.13388445
    26   1      12.803306689999999                       0                       0
    27   1             14.93719113              2.13388445                       0
    28   1             14.93719113                       0              2.13388445
    29   1      12.803306689999999              2.13388445              2.13388445
    30   1      10.669422239999999      4.2677689000000001              2.13388445
    31   1      12.803306689999999      4.2677689000000001                       0
    32   1             14.93719113      4.2677689000000001              2.13388445
    33   1      10.669422239999999              2.13388445      4.2677689000000001
    34   1      12.803306689999999                       0      4.2677689000000001
    35   1             14.93719113              2.13388445      4.2677689000000001
    36   1      12.803306689999999      4.2677689000000001      4.2677689000000001
    37   1      17.071075579999999                       0                       0
    38   1      19.204960029999999              2.13388445                       0
    39   1      19.204960029999999                       0              2.13388445
    40   1      17.071075579999999              2.13388445              2.13388445
    41   1      17.071075579999999      4.2677689000000001                       0
    42   1      19.204960029999999      4.2677689000000001              2.13388445
    43   1      17.071075579999999                       0      4.2677689000000001
    44   1      19.204960029999999              2.13388445      4.2677689000000001
    45   1      17.071075579999999      4.2677689000000001      4.2677689000000001
