begin
comment Step: 0, Temp: 104.10 K, Energy: -1628.879901 eV
lattice 21.338844 0.000000 0.000000
lattice 0.000000 21.338844 0.000000
lattice 0.000000 0.000000 21.338844
atom 0.000000 0.000000 0.000000 Al 0.0 0.0 0.000000 0.000000 0.000000
atom 0.000000 2.133884 2.133884 Al 0.0 0.0 0.000000 -0.000000 -0.000000
atom 2.133884 0.000000 2.133884 Al 0.0 0.0 -0.000000 0.000000 -0.000000
atom 2.133884 2.133884 0.000000 Al 0.0 0.0 -0.000000 -0.000000 0.000000
atom 0.000000 0.000000 4.267769 Al 0.0 0.0 0.000000 0.000000 0.000000
atom 0.000000 2.133884 6.401653 Al 0.0 0.0 0.000000 -0.000000 -0.000000
atom 2.133884 0.000000 6.401653 Al 0.0 0.0 0.000000 0.000000 -0.000000
atom 2.133884 2.133884 4.267769 Al 0.0 0.0 -0.000000 -0.000000 0.000000
atom 0.000000 0.000000 8.535538 Al 0.0 0.0 0.000000 0.000000 -0.000000
atom 0.000000 2.133884 10.669422 Al 0.0 0.0 0.000000 -0.000000 0.000000
atom 2.133884 0.000000 10.669422 Al 0.0 0.0 0.000000 0.000000 0.000000
atom 2.133884 2.133884 8.535538 Al 0.0 0.0 0.000000 -0.000000 -0.000000
atom 0.000000 0.000000 12.803307 Al 0.0 0.0 0.000000 0.000000 -0.000000
atom 0.000000 2.133884 14.937191 Al 0.0 0.0 0.000000 -0.000000 -0.000000
atom 2.133884 0.000000 14.937191 Al 0.0 0.0 -0.000000 0.000000 0.000000
atom 2.133884 2.133884 12.803307 Al 0.0 0.0 0.000000 -0.000000 -0.000000
atom 0.000000 0.000000 17.071076 Al 0.0 0.0 0.000000 0.000000 0.000000
atom 0.000000 2.133884 19.204960 Al 0.0 0.0 0.000000 -0.000000 -0.000000
atom 2.133884 0.000000 19.204960 Al 0.0 0.0 0.000000 0.000000 -0.000000
atom 2.133884 2.133884 17.071076 Al 0.0 0.0 -0.000000 -0.000000 0.000000
atom 0.000000 4.267769 0.000000 Al 0.0 0.0 0.000000 0.000000 0.000000
atom 0.000000 6.401653 2.133884 Al 0.0 0.0 0.000000 -0.000000 -0.000000
